,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protein Mass (Da) / Cell,,,,,,,,,,,,,,,,,,
Accession,UP_AC,Description,Peptide count,Peptides used for quantitation,Confidence score,Gene,nb of possible Peptides,Molecular weight (Da),LC-MS Experiment,glucose,50 mM NaCl,pH 6,42°C,anaerobic,stationary 1 day,stationary 3 days,chemostat µ=0.12,chemostat µ=0.5,galactose,acetate,glycerol,LB,glucosamine,fumarate,succinate,pyruvate,chemostat µ=0.20,chemostat µ=0.35,glucose,50 mM NaCl,pH 6,42°C,anaerobic,stationary 1 day,stationary 3 days,chemostat µ=0.12,chemostat µ=0.5,galactose,acetate,glycerol,LB,glucosamine,fumarate,succinate,pyruvate,chemostat µ=0.20,chemostat µ=0.35
sp|P0A6L9|HSCB_ECOLI,P0A6L9,Co-chaperone protein hscB OS=Escherichia coli (strain K12) GN=hscB PE=1 SV=1,9,8,530.13,hscB,11,20107.15818,No fractionation,921.2039084,789.6481058,825.1497246,787.7267169,981.6759287,199.3660446,130.6904532,373.4925413,595.2024241,380.4640807,507.7599162,749.6659637,1285.35059,937.2810969,452.6078666,503.2632029,499.1306707,463.3306223,528.8258994,18522792.7,15877579.37,16591416.03,15838945.7,19738713.18,4008684.595,2627813.616,7509873.606,11967829.29,7650051.452,10209608.95,15073652.12,25844747.62,18846059.28,9100657.967,10119192.83,10036099.35,9316262.112,10633186.01
sp|P0A6N4|EFP_ECOLI,P0A6N4,Elongation factor P OS=Escherichia coli (strain K12) GN=efp PE=1 SV=2,9,8,587.52,efp ,6,20560.41097,No fractionation,4600.567103,4052.194874,5149.68276,4230.662451,5671.225381,1155.473283,1425.426799,2482.640713,4568.492502,2317.086348,3467.100318,3371.899657,10913.88035,4951.558524,4002.309371,3952.207141,3572.075924,3185.962303,4368.498991,94589550.33,83314791.93,105879593.9,86984158.68,116602724.5,23757005.57,29307360.8,51044113.35,93930083.35,47640247.57,71285007.42,69327642.71,224393865.3,101806078.2,82289125.49,81259003.05,73443349.02,65504694.28,89818134.57
sp|P0A6Y1|IHFB_ECOLI,P0A6Y1,Integration host factor subunit beta OS=Escherichia coli (strain K12) GN=ihfB PE=1 SV=1,9,8,743.92,ihfB,6,10626.51305,No fractionation,4823.390717,4122.875344,4912.367232,4233.924325,5463.964705,14441.64248,13934.74264,5309.784168,4241.570671,3344.652124,4186.144571,3390.10562,5441.345531,4247.75051,3616.721755,3283.015435,2803.609837,4721.68086,4440.017064,51255824.4,43811788.64,52201334.49,44991852.09,58062892.24,153464302.3,148077724.5,56424490.76,45073106.08,35541989.44,44484119.91,36025001.61,57822529.3,45138776.23,38433140.93,34887006.36,29792596.52,50175003.28,47181899.28
sp|P0A6Y5|HSLO_ECOLI,P0A6Y5,33 kDa chaperonin OS=Escherichia coli (strain K12) GN=hslO PE=1 SV=1,9,8,894.82,hslO,14,32495.88996,No fractionation,1003.532338,807.3002468,774.2114918,862.9948961,474.9564464,233.4275098,186.0678819,359.4710571,665.8797111,372.2556725,457.910124,647.2241208,2842.336072,942.1703515,666.5665302,687.7923499,424.7451499,478.7726686,514.2329413,32610676.44,26233939.99,25158691.44,28043787.18,15434132.42,7585434.672,6046441.416,11681331.91,21638353.82,12096779.37,14880197,21032123.81,92364240.22,30616664.07,21660672.62,22350424.52,13802471.65,15558143.95,16710457.07
sp|P0A725|LPXC_ECOLI,P0A725,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase OS=Escherichia coli (strain K12) GN=lpxC PE=3 SV=1,8,8,502.98,lpxC,15,33916.22523,OGE-fractionation,118.1560691,143.8364231,199.0362965,98.06837532,54.67785057,16.40285066,14.82308107,14.44720762,44.85106599,50.17688113,64.596219,70.14853724,144.0578972,80.7744693,100.7177251,53.96651153,23.04223605,84.76285228,29.34515875,4007407.852,4878388.521,6750559.86,3326109.105,1854466.295,556322.7773,502742.9562,489994.7475,1521178.856,1701810.402,2190859.913,2379173.589,4885900.088,2739565.094,3415965.049,1830340.36,781505.6675,2874835.989,995277.0136
sp|P0A731|MGSA_ECOLI,P0A731,Methylglyoxal synthase OS=Escherichia coli (strain K12) GN=mgsA PE=1 SV=1,8,8,433.26,mgsA,7,16889.74062,No fractionation,1165.002645,806.1332505,1221.747888,1019.456904,842.668584,134.2026202,126.9103152,898.7063429,1494.124909,1043.319604,1177.308445,1361.187589,1682.728024,1072.373497,1711.636429,1454.150845,875.9802114,943.5918264,1129.697444,19676592.5,13615381.51,20635004.93,17218362.69,14232453.81,2266647.446,2143482.305,15178917.02,25235382.16,17621397.49,19884434.27,22990105.32,28420839.85,18112110.21,28909095.31,24560230.6,14795078.56,15937021.2,19080296.81
sp|P0A761|NANE_ECOLI,P0A761,Putative N-acetylmannosamine-6-phosphate 2-epimerase OS=Escherichia coli (strain K12) GN=nanE PE=1 SV=1,8,8,542.75,nanE,12,24040.45142,No fractionation,50.34272509,52.46464656,45.20123129,69.01232329,55.55527675,112.3713406,66.04626726,186.709438,99.15049249,87.07427624,132.7524687,110.0958439,2421.300499,134.4275175,142.6730152,113.7718177,96.17894123,171.201501,135.1948313,1210261.837,1261273.787,1086658.005,1659087.405,1335573.932,2701457.754,1587782.079,4488579.175,2383622.598,2093304.908,3191429.276,2646753.786,58209157.01,3231698.204,3429923.692,2735125.857,2312185.164,4115761.368,3250144.773
sp|P0A780|NUSB_ECOLI,P0A780,N utilization substance protein B OS=Escherichia coli (strain K12) GN=nusB PE=1 SV=1,9,8,391.21,nusB,10,15661.27427,No fractionation,1336.607857,1126.959579,1258.254465,1065.59091,1164.905264,361.9177652,451.3535126,542.3473537,1038.182349,524.3890787,830.227754,778.4719513,3293.505102,1166.367982,774.3253219,828.5340844,621.3177501,638.098754,719.7189913,20932982.24,17649623.06,19705868.28,16688511.5,18243900.84,5668093.384,7068771.154,8493850.656,16259258.51,8212601.185,13002424.56,12191862.74,51580486.72,18266808.87,12126921.24,12975899.54,9730627.693,9993439.598,11271716.52
sp|P0A7J0|RIBB_ECOLI,P0A7J0,"3,4-dihydroxy-2-butanone 4-phosphate synthase OS=Escherichia coli (strain K12) GN=ribB PE=1 SV=1",9,8,600.43,ribB,11,23320.5293,No fractionation,407.8779699,370.7364176,401.350629,329.4345227,514.7678322,177.2718486,196.1660184,171.2071696,354.3125694,192.4400869,273.2498363,587.0424077,1239.731818,425.4858328,320.6923324,322.7456055,485.4912517,209.2697711,316.3470327,9511930.147,8645769.489,9359709.104,7682587.438,12004658.31,4134073.339,4574695.381,3992641.814,8262756.656,4487804.686,6372330.814,13690139.67,28911202.18,9922554.83,7478714.934,7526598.349,11321912.96,4880281.828,7377380.245
sp|P0A7K6|RL19_ECOLI,P0A7K6,50S ribosomal protein L19 OS=Escherichia coli (strain K12) GN=rplS PE=1 SV=2,9,8,536.78,rplS,9,13107.18035,No fractionation,2444.308187,2154.387023,2200.704536,2065.410111,1959.781066,1218.893059,1632.314752,1032.773231,1328.974256,971.9290986,1168.34316,1277.798733,5348.785039,1829.435141,1321.68823,1394.222451,778.4130234,918.5486085,1048.43867,32037988.24,28237939.25,28845031.25,27071702.82,25687203.88,15976251.15,21395043.84,13536744.99,17419105.25,12739249.98,15313684.51,16748338.44,70107490.15,23978736.34,17323606,18274325.11,10202799.88,12039582.27,13742074.74
sp|P0A7X6|RIMM_ECOLI,P0A7X6,Ribosome maturation factor rimM OS=Escherichia coli (strain K12) GN=rimM PE=1 SV=1,9,8,572.41,rimM,11,20574.28939,No fractionation,1427.146824,1200.062115,1302.391831,1214.296616,1489.9038,321.1293219,337.0173408,848.464992,1339.090507,649.0278016,979.0692019,890.7114171,3063.255532,1245.81253,1047.307946,1008.248506,745.8799125,904.0129743,1162.225607,29362531.77,24690425.23,26795786.42,24983289.98,30653711.94,6607007.6,6933892.3,17456564.28,27550835.6,13353285.81,20143653.09,18325754.46,63024305.8,25631707.53,21547616.77,20743996.53,15345949.17,18599424.55,23911965.98
sp|P0A7Y4|RNH_ECOLI,P0A7Y4,Ribonuclease HI OS=Escherichia coli (strain K12) GN=rnhA PE=1 SV=1,8,8,603.87,rnhA,11,17567.83941,OGE-fractionation,131.8775282,89.289318,81.32312431,56.59531758,81.03764115,27.1374303,16.36004357,13.75035366,106.7834657,47.38365935,47.35064891,73.61500339,118.7742306,85.12794396,141.3746494,70.37525977,145.6631115,54.68382088,76.48420388,2316803.237,1568620.4,1428671.588,994257.4507,1423656.266,476746.0175,287410.6182,241564.0049,1875954.777,832428.5181,831848.596,1293256.558,2086606.609,1495514.049,2483647.137,1236341.262,2558986.15,960676.5836,1343662.211
sp|P0A881|TRPR_ECOLI,P0A881,Trp operon repressor OS=Escherichia coli (strain K12) GN=trpR PE=1 SV=2,8,8,366.62,trpR,9,12329.43056,No fractionation,491.4871259,468.1879851,522.6539886,417.7033007,562.296036,345.9292123,420.2959906,702.4257243,580.1962106,452.9680217,559.1621036,387.9514252,537.6407007,524.1222392,475.3199473,463.729527,370.1492515,596.6204289,567.2641884,6059756.39,5772491.251,6444026.059,5150043.84,6932789.93,4265110.202,5182010.23,8660509.191,7153488.89,5584837.769,6894150.329,4783220.157,6628803.685,6462128.753,5860424.284,5717521.002,4563729.493,7355990.149,6994044.42
sp|P0A884|TYSY_ECOLI,P0A884,Thymidylate synthase OS=Escherichia coli (strain K12) GN=thyA PE=1 SV=1,9,8,565.97,thyA,13,30442.15787,OGE-fractionation,128.730878,211.8312902,163.832457,284.4253946,93.13954142,73.69850639,65.55194479,18.80652997,62.9435596,33.69969741,55.27005655,135.0898294,551.441842,166.903647,208.5929529,92.17492929,69.58924063,84.8253221,41.49821309,3918845.711,6448601.578,4987413.521,8658522.765,2835368.624,2243541.566,1995542.652,572511.3544,1916137.778,1025891.509,1682539.787,4112425.913,16787079.61,5080907.171,6350019.603,2806003.749,2118446.649,2582265.847,1263295.154
sp|P0A8A8|RIMP_ECOLI,P0A8A8,Ribosome maturation factor rimP OS=Escherichia coli (strain K12) GN=rimP PE=1 SV=2,8,8,407.93,rimP,8,16622.51589,No fractionation,937.8128263,714.2185016,1030.204877,751.2694988,975.2227097,856.3966108,862.8526706,454.4776201,868.5505273,442.5846934,635.5440029,703.1864219,1875.757281,665.6716106,661.7569386,662.6981967,432.8420159,530.2811763,690.4277977,15588808.61,11872108.39,17124596.94,12487989.18,16210654.99,14235466.27,14342782.23,7554561.463,14437494.94,7356871.099,10564340.29,11688727.47,31179805.21,11065136.92,11000065.23,11015711.31,7194923.288,8814607.279,11476647.04
sp|P0A8E1|YCFP_ECOLI,P0A8E1,UPF0227 protein ycfP OS=Escherichia coli (strain K12) GN=ycfP PE=3 SV=1,8,8,580.45,ycfP,13,21194.6877,No fractionation,1132.784889,983.5885918,1491.078,1064.086556,1074.691444,402.6449592,355.0083748,930.0653997,1016.941841,852.8498457,1151.50015,907.9684335,1238.713552,908.5814442,843.7340362,781.3958872,718.4578827,955.2259502,916.370676,24009021.96,20846853.03,31602932.54,22552982.24,22777749.54,8533934.165,7524291.635,19712445.69,21553764.73,18075886.13,24405686.07,19244107.39,26254146.89,19257099.96,17882679.4,16561441.8,15227490.45,20245715.7,19422190.3
sp|P0A8I3|YAAA_ECOLI,P0A8I3,UPF0246 protein yaaA OS=Escherichia coli (strain K12) GN=yaaA PE=1 SV=1,10,8,531.61,yaaA,16,29549.3024,No fractionation,723.1674234,610.8964446,637.3004259,629.1598012,611.88671,64.29241476,187.2153559,208.4615697,451.6031029,267.6980295,364.0682905,390.3826579,810.1914798,615.2963653,437.1687455,442.6330941,417.8025405,341.820641,435.931863,21369092.88,18051563.78,18831783,18591233.22,18080825.43,1899796.006,5532083.164,6159893.961,13344556.65,7910290.025,10757964.01,11535535.21,23940593.04,18181578.36,12918031.46,13079499.15,12345773.61,10100561.49,12881482.44
sp|P0A8I5|TRMB_ECOLI,P0A8I5,tRNA (guanine-N(7)-)-methyltransferase OS=Escherichia coli (strain K12) GN=trmB PE=1 SV=1,8,8,390.92,trmB,11,27271.69709,No fractionation,737.1652637,647.5636386,578.8195209,574.802004,576.4330734,102.6285458,163.2373761,366.6132679,527.1568601,306.6680924,307.268069,399.1063988,1419.092899,620.1329573,443.248675,424.6381034,406.224787,325.5206306,386.4564044,20103747.78,17660159.4,15785390.64,15675826.14,15720308.17,2798854.614,4451760.276,9998165.99,14376462.21,8363359.323,8379721.703,10884308.81,38701071.69,16912078.17,12088143.6,11580601.73,11078439.34,8877500.035,10539322
sp|P0A8R0|RRAA_ECOLI,P0A8R0,Regulator of ribonuclease activity A OS=Escherichia coli (strain K12) GN=rraA PE=1 SV=1,8,8,744.29,rraA,8,17331.58603,No fractionation,1966.15713,1764.54807,2072.931535,1733.04024,1329.643164,468.9949068,855.983141,1353.151878,1375.735825,1653.149537,1512.076755,1325.054661,1832.487171,1751.52849,1450.9905,1372.973672,1198.172595,1229.742141,1107.799663,34076621.45,30582416.68,35927191.23,30036336,23044824.88,8128425.574,14835545.45,23452268.19,23843683.8,28651703.42,26206688.36,22965298.85,31759909.05,30356766.71,25147966.68,23795811.32,20766231.4,21313381.7,19199925.17
sp|P0A9R4|FER_ECOLI,P0A9R4,2Fe-2S ferredoxin OS=Escherichia coli (strain K12) GN=fdx PE=1 SV=2,8,8,626.92,fdx ,7,12304.8297,No fractionation,2841.263596,2309.151989,3064.915295,2531.968348,2478.239309,1550.422419,1486.495484,1767.850642,1877.068684,1428.286205,1996.887477,1688.196531,5465.408528,2339.002168,1872.843165,2038.892442,1419.560876,1753.911753,1562.361796,34961264.68,28413721.98,37713260.74,31155439.32,30494312.66,19077683.83,18291073.78,21753101.09,23097010.49,17574818.51,24571360.34,20772970.82,67250921.18,28781023.34,23045016.2,25088224.27,17467454.83,21581585.43,19224595.83
sp|P0A9R7|FTSE_ECOLI,P0A9R7,Cell division ATP-binding protein FtsE OS=Escherichia coli (strain K12) GN=ftsE PE=1 SV=1,8,8,440.71,ftsE,13,24405.87198,No fractionation,520.9736612,549.4023705,725.3408508,659.0475672,654.7368438,277.4391148,186.0606753,349.303309,533.7169107,379.9215824,448.7172138,561.2840434,1259.436431,638.7917007,536.2293679,483.7336175,384.1562871,438.091919,453.312104,12714816.48,13408643.92,17702575.95,16084630.55,15979423.59,6771143.519,4540973.022,8525051.842,13025826.6,9272317.502,10951334.88,13698626.51,30737644.31,15590268.47,13087145.31,11805940.74,9375669.164,10692015.29,11063477.18
sp|P0A9S5|GLDA_ECOLI,P0A9S5,Glycerol dehydrogenase OS=Escherichia coli (strain K12) GN=gldA PE=1 SV=1,9,8,613.84,gldA,18,38669.68853,OGE-fractionation,87.02780464,229.0725531,90.11276438,186.164743,112.4829236,50.42161195,42.42329653,78.77076851,60.11600806,64.59441778,67.77515848,95.32142521,174.8174123,114.4786514,195.9125138,88.43737016,97.37217026,9.456438041,94.37822535,3365338.099,8858164.278,3484632.531,7198932.627,4349679.621,1949788.029,1640495.663,3046041.084,2324667.307,2497846.016,2620844.268,3686049.823,6760134.882,4426853.791,7575875.887,3419845.559,3765351.495,365677.5137,3649576.578
sp|P0A9Z1|GLNB_ECOLI,P0A9Z1,Nitrogen regulatory protein P-II 1 OS=Escherichia coli (strain K12) GN=glnB PE=1 SV=1,9,8,548.59,glnB,7,12399.5981,No fractionation,2732.866243,2688.539317,3350.183639,2515.882177,4027.993642,2116.70901,2090.548777,3598.615804,3558.112239,2207.356116,2357.049958,2249.867147,2848.977684,2608.584044,2097.582156,2421.046073,2335.723139,3035.299493,2520.331981,33886443.07,33336807,41540930.69,31195927.86,49945502.3,26246341.01,25921964.64,44621389.69,44119161.76,27370328.7,29226472.18,27897448.4,35326178.28,32345393.76,26009175.72,30019998.29,28962028.19,37636493.83,31251103.64
sp|P0AAF6|ARTP_ECOLI,P0AAF6,Arginine transport ATP-binding protein ArtP OS=Escherichia coli (strain K12) GN=artP PE=1 SV=1,9,8,466.23,artP,9,26986.97225,No fractionation,660.5141688,577.0269037,695.6834547,580.8059285,516.1707685,89.33217574,148.4123921,422.3323391,528.4461044,418.7794738,519.7242356,569.5941124,1084.775293,621.6687679,608.547314,511.7731454,422.2939599,448.9661965,423.8469674,17825277.55,15572209.04,18774390.09,15674193.47,13929886.2,2410804.948,4005201.108,11397471.11,14261160.36,11301590.04,14025783.52,15371620.5,29274800.74,16776957.79,16422849.48,13811207.67,11396435.38,12116238.29,11438346.35
sp|P0AAR3|YBAK_ECOLI,P0AAR3,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase ybaK OS=Escherichia coli (strain K12) GN=ybaK PE=1 SV=1,8,8,555.88,ybaK,8,17064.22625,No fractionation,494.470167,465.4444316,899.6240337,453.3344587,930.189013,547.8803725,587.2064908,359.0398491,590.1607939,298.879384,281.5682059,294.7880042,689.3384726,442.1093578,223.0062208,256.7749663,276.0967992,365.354903,611.2438046,8437750.804,7942449.087,15351388.05,7735801.771,15872955.77,9349154.635,10020224.41,6126737.218,10070637.31,5100145.429,4804743.571,5030329.199,11763027.66,7544254.109,3805428.607,4381666.121,4711378.249,6234498.726,10430402.58
sp|P0ABP8|DEOD_ECOLI,P0ABP8,Purine nucleoside phosphorylase deoD-type OS=Escherichia coli (strain K12) GN=deoD PE=1 SV=2,9,8,451.25,deoD,16,25915.01852,No fractionation,156.310845,101.1533002,81.88447906,114.877647,42.30805806,64.79830684,65.8729179,131.6700674,55.80789248,27.93219222,30.96230747,68.31510852,679.5069466,93.13766755,52.11775539,57.11541016,33.71215404,72.90411603,77.49863002,4050798.444,2621389.648,2122037.791,2977056.349,1096414.108,1679249.322,1707097.887,3412232.234,1446262.567,723863.2788,802388.7716,1770387.303,17609435.11,2413664.379,1350632.596,1480146.912,873651.0964,1889311.517,2008378.432
sp|P0ACE7|HINT_ECOLI,P0ACE7,HIT-like protein hinT OS=Escherichia coli (strain K12) GN=hinT PE=1 SV=1,8,8,475.49,hinT,7,13214.88763,No fractionation,2343.185905,2330.060534,3013.626807,2348.623525,2824.70196,3395.835827,3714.904586,2462.295295,2848.001332,2099.066265,3263.527318,2206.025216,2836.219339,2675.737769,2231.349042,1997.868828,1951.044718,2642.959913,3453.27599,30964938.44,30791488.13,39824739.61,31036795.97,37328118.99,44875588.86,49092046.65,32538955.63,37636017.58,27738924.82,43127146.78,29152375.34,37480319.86,35359573.95,29487026.85,26401612.06,25782836.7,34926418.26,45634654.16
sp|P0ACL9|PDHR_ECOLI,P0ACL9,Pyruvate dehydrogenase complex repressor OS=Escherichia coli (strain K12) GN=pdhR PE=1 SV=1,8,8,553.22,pdhR,9,29389.36331,No fractionation,430.075699,305.8354434,478.9405581,341.9073103,247.4882978,36.73278611,68.5998838,116.1027077,230.5776149,162.501369,170.9955861,246.7296713,757.7685863,625.0704692,394.645644,338.3599207,650.1982717,177.1341629,203.6669844,12639650.97,8988308.958,14075758.07,10048438.16,7273523.5,1079553.196,2016106.908,3412184.658,6776529.295,4775811.772,5025451.405,7251227.948,22270336.29,18370423.11,11598384.21,9944182.639,19108913.23,5205860.267,5985643
sp|P0ACM5|YEGW_ECOLI,P0ACM5,Uncharacterized HTH-type transcriptional regulator yegW OS=Escherichia coli (strain K12) GN=yegW PE=1 SV=1,8,8,379.32,yegW,15,28241.68027,OGE-fractionation,64.69041548,46.01595908,73.37465729,44.59378712,72.8660819,17.68228475,18.70050899,26.32317844,63.78483029,34.99361495,40.72738326,38.64409186,66.83867235,69.08527389,76.28806921,67.15270156,54.00783594,53.45995299,90.23381223,1826966.03,1299568.004,2072223.611,1259403.478,2057860.587,499377.4323,528133.7958,743410.7892,1801390.783,988278.4848,1150209.736,1091374.087,1887636.414,1951084.217,2154503.259,1896505.127,1525272.035,1509798.9,2548354.474
sp|P0ACN4|ALLR_ECOLI,P0ACN4,HTH-type transcriptional repressor AllR OS=Escherichia coli (strain K12) GN=allR PE=1 SV=1,9,8,384.17,allR,16,29233.2666,No fractionation,436.3486888,362.5210921,461.553246,456.1927088,407.5789716,82.65702783,108.694643,140.5755552,306.6434601,179.3781234,228.1228832,279.5631997,499.5064594,342.6774559,302.9364181,256.5374083,189.9367452,158.7601869,189.9244869,12755897.55,10597675.73,13492709.09,13336003.08,11914864.74,2416334.931,3177499.478,4109482.682,8964190.021,5243808.504,6668777.061,8172545.548,14602205.49,10017581.42,8855821.072,7499426.45,5552471.509,4641078.869,5552113.159
sp|P0AD24|YEJL_ECOLI,P0AD24,UPF0352 protein yejL OS=Escherichia coli (strain K12) GN=yejL PE=1 SV=1,8,8,444.58,yejL,5,8265.27759,No fractionation,1165.339146,955.3907911,1105.652054,992.489154,1081.549201,755.7876703,943.9623761,430.4568211,690.5863931,427.8129076,470.6039684,644.7688197,1714.852122,931.155733,732.9448405,660.5875938,507.6627783,602.2980438,795.5127066,9631851.532,7896570.095,9138521.142,8203198.363,8939304.37,6246794.894,7802111.073,3557845.117,5707888.239,3535992.438,3889672.433,5329193.276,14173728.82,7696260.613,6057992.565,5459939.835,4195973.785,4978160.524,6575133.346
sp|P0AD49|RAIA_ECOLI,P0AD49,Ribosome-associated inhibitor A OS=Escherichia coli (strain K12) GN=raiA PE=1 SV=2,10,8,915.81,raiA,7,12758.61652,No fractionation,3044.800222,2888.984909,1247.557997,3249.588409,5938.862404,11711.13808,13452.39214,3253.396464,4717.555291,2291.491161,4033.318532,2846.045199,7880.034906,2804.961524,2923.415937,3055.263122,2392.949168,3160.192093,3484.894513,38847438.42,36859450.59,15917114.07,41460252.36,75771667.98,149417919.7,171633912.5,41508837.87,60189478.87,29236256.99,51459564.45,36311599.3,100538343.5,35787428.44,37298742.87,38980930.54,30530720.79,40319679.04,44462432.7
sp|P0ADK8|YIBL_ECOLI,P0ADK8,Uncharacterized protein yibL OS=Escherichia coli (strain K12) GN=yibL PE=1 SV=1,8,8,474.84,yibL,7,13669.27463,No fractionation,829.4912738,715.9594793,899.5702682,758.3884445,667.8767164,512.2686098,567.9029626,341.5792256,553.2821004,410.4350756,469.4143994,535.1879149,1258.441046,756.3926177,520.4565194,481.1290334,369.1946383,354.4443351,418.852113,11338544.02,9786646.747,12296473.05,10366619.92,9129390.255,7002340.312,7762821.559,4669140.242,7562964.978,5610349.766,6416554.341,7315630.587,17201976.26,10339338.42,7114263.096,6576684.89,5046622.902,4844996.957,5725404.562
